title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
The Stuff,1700000,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14 Jun 1985,87 min,USA,,5.9
Club Paradise,15000000,1986,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Jul 1986,96 min,USA,40.0,5.1
The Park is Mine,4500000,1985,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 1985,102 min,Canada,,6.1
Solarbabies,25000000,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26 Nov 1986,94 min,USA,24.0,4.8
Prince of Darkness,3000000,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 Oct 1987,102 min,USA,50.0,6.7
Killer Klowns from Outer Space,1800000,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,27 May 1988,88 min,USA,43.0,6.2
Moonwalker,22000000,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23 Jun 1989,93 min,USA,,6.1
Prison,1300000,1988,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Dec 1987,102 min,USA,47.0,5.8
Tales from the Gimli Hospital,25000,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Apr 1988,72 min,Canada,71.0,6.6
Kiki's Delivery Service,6900000,1989,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Dec 1990,103 min,Japan,83.0,7.8
Black Rainbow,7000000,1989,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,05 Dec 1991,103 min,UK,,5.9
Cry-Baby,11000000,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,06 Apr 1990,85 min,USA,63.0,6.5
Bullet in the Head,3500000,1990,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Aug 1990,136 min,Hong Kong,,7.6
Frankenhooker,2500000,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,01 Jun 1990,85 min,USA,,6.2
Hard to Kill,10000000,1990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Feb 1990,96 min,USA,41.0,5.8
Havana,40000000,1990,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Dec 1990,144 min,USA,,6.1
Lionheart,6000000,1990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Jan 1991,108 min,USA,41.0,6.2
Begotten,33000,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05 Jun 1991,72 min,USA,,5.8
Closet Land,4000000,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Mar 1991,89 min,USA,,7.0
Delusion,1000000,1991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Jun 1991,100 min,USA,,6.2
Dutch,17000000,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jul 1991,107 min,USA,,6.5
High Strung,300000,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Apr 2016,96 min,"Romania, USA",48.0,6.4
Light Sleeper,5000000,1992,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Mar 1992,103 min,USA,70.0,6.9
Out for Justice,14000000,1991,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Apr 1991,91 min,USA,38.0,6.1
Captain America,10000000,1990,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,14 Dec 1990,97 min,"USA, Yugoslavia",,3.2
The Oak,3700000,1992,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Jan 1993,105 min,"France, Romania",,8.2
Diggstown,17000000,1992,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Aug 1992,98 min,USA,,7.0
Johnny Suede,500000,1991,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Apr 1992,97 min,"Switzerland, France, USA",53.0,5.8
Bad Boy Bubby,750000,1993,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Apr 2005,114 min,"Australia, Italy",,7.4
Cyborg 2,5000000,1993,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1993,99 min,USA,,3.9
Fortress,8000000,1992,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 1993,95 min,Australia,,5.9
Josh and S.A.M.,18000000,1993,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 1993,96 min,USA,,5.8
Philadelphia Experiment II,5000000,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Jun 1994,97 min,USA,,4.5
The Stand,28000000,1994,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 May 1994,361 min,USA,,7.2
Embrace of the Vampire,500000,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 May 1995,92 min,USA,,4.4
Tromeo & Juliet,350000,1996,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Feb 1997,107 min,USA,,6.1
Cannibal! The Musical,125000,1993,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 Aug 1996,95 min,USA,,7.1
The Hunters,17500000,1996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31 Jan 1996,113 min,Sweden,,7.1
The Late Shift,6000000,1996,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Feb 1996,95 min,USA,,6.8
Snow White: A Tale of Terror,26000000,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 May 1997,100 min,"USA, Czech Republic",,6.2
Gummo,1300000,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 1997,89 min,USA,19.0,6.8
Beowulf,20000000,1999,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16 Nov 2007,115 min,"USA, UK",59.0,6.2
From Dusk Till Dawn 3: The Hangman's Daughter,5000000,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18 Jan 2000,94 min,USA,,4.8
Bruno,10000000,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Apr 2000,108 min,USA,,6.1
Dead Man's Curve,1000000,1998,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12 Aug 1998,91 min,USA,,5.9
"Bang, Boom, Bang",2888030,1999,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 1999,110 min,Germany,,7.6
A Place Called Chiapas,891000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07 May 1998,89 min,Canada,,7.7
Juha,1000000,1999,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 May 2003,78 min,"Finland, Germany, France",,7.0
The Tough Ones,1143000,1999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jan 1999,105 min,Finland,,7.1
Dil Se..,5200000,1998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Aug 1998,163 min,India,,7.6
Kuch Kuch Hota Hai,1530000,1998,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Oct 1998,177 min,India,,7.6
Joan of Arc,20000000,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 May 1999,180 min,Canada,,6.6
After the Rain,3800000,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Jan 2000,91 min,"Japan, France",,7.7
The Shrink Is In,6000000,2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Nov 2001,92 min,USA,,5.2
2046,12000000,2004,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29 Sep 2004,129 min,"Hong Kong, China, France, Italy, Germany",78.0,7.4
Bruiser,5000000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13 Feb 2000,99 min,"France, Canada, USA",,5.3
Devdas,12500000,2002,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jul 2002,185 min,India,,7.6
Mimic 2,10000000,2001,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,17 Jul 2001,82 min,USA,,4.6
When Strangers Appear,2000000,2001,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22 Jan 2002,98 min,"Australia, New Zealand, USA",,6.5
Revolutionary Girl Utena: The Movie,998000,1999,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Aug 1999,100 min,Japan,,7.1
The Mists of Avalon,20000000,2001,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jul 2001,183 min,"Czech Republic, Germany, USA",,6.9
The Quickie,3000000,2001,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Jul 2001,99 min,"UK, France, Germany",,5.8
Dagon,4800000,2001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31 Oct 2001,98 min,Spain,,6.2
Ripley's Game,30000000,2002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Feb 2003,110 min,"UK, Italy, USA",,6.6
The Accidental Spy,25697387,2001,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jan 2001,87 min,Hong Kong,,5.9
Blueberry,53000000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,13 min,Canada,,6.4
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",9400000,2001,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 2001,105 min,Japan,,7.1
My Little Eye,3000000,2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27 Apr 2004,95 min,"UK, USA, France, Canada",,5.5
Stark Raving Mad,5000000,2002,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 May 2002,101 min,USA,,6.4
Dil Chahta Hai,2079000,2001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Aug 2001,183 min,India,,8.1
Fubar,350000,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21 May 2004,76 min,Canada,,7.0
Sympathy for Mr. Vengeance,4000000,2002,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Mar 2002,129 min,South Korea,56.0,7.6
The Foreigner,16700000,2003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Oct 2017,113 min,"UK, China, USA",55.0,7.0
The Third Wave,4667404,2003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Oct 2003,115 min,"Sweden, Finland",,6.3
Immortal,24665810,2004,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24 Mar 2004,103 min,"France, Italy, UK",,6.0
A Sound of Thunder,80000000,2005,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 2005,101 min,"Czech Republic, UK, Germany, USA",24.0,4.2
Out for a Kill,14000000,2003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Aug 2003,90 min,"Aruba, USA",,3.5
Alien Hunter,7000000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 Jul 2003,92 min,"USA, Bulgaria",,5.1
The Animatrix,5000000,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 2003,100 min,"USA, Japan",,7.4
The Brown Bunny,10000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,93 min,"USA, Japan",51.0,5.0
Ju-on: The Curse,4000000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 Feb 2000,70 min,Japan,,6.9
11:14,6000000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Aug 2004,86 min,"USA, Canada",65.0,7.2
Tremors 4: The Legend Begins,5000000,2004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,02 Jan 2004,101 min,USA,,5.3
Sniper 2,5000000,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jan 2008,91 min,"USA, Hungary",,5.2
Lemony Snicket's A Series of Unfortunate Events,140000000,2004,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2004,108 min,"Germany, USA",62.0,6.8
A Very Long Engagement,47000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2005,133 min,"France, USA",76.0,7.6
In My Country,12000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 May 2004,105 min,"UK, Ireland, South Africa",44.0,6.0
The Twilight Samurai,5000000,2002,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Nov 2002,129 min,Japan,82.0,8.1
Foolproof,8256269,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Oct 2003,94 min,Canada,,6.5
Belly of the Beast,14000000,2003,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Dec 2003,91 min,"Canada, Hong Kong, UK",,4.7
Ju-on: The Grudge,3500000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25 Jan 2003,92 min,Japan,48.0,6.7
Oldboy,3000000,2003,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21 Nov 2003,120 min,South Korea,77.0,8.4
Goldfish Memory,1200000,2003,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Sep 2003,85 min,Ireland,,6.4
The Jacket,29000000,2005,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,04 Mar 2005,103 min,"Germany, USA",44.0,7.1
Starship Troopers 2: Hero of the Federation,7000000,2004,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,04 May 2004,88 min,USA,,3.5
The Sea Inside,12806000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 2005,126 min,"Spain, France, Italy",74.0,8.0
Spanglish,80000000,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2004,131 min,USA,48.0,6.4
Saints and Soldiers,780000,2003,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25 Mar 2005,90 min,USA,56.0,6.7
The Interpreter,80000000,2005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Apr 2005,128 min,"UK, France, Germany, USA",62.0,6.4
Open Water,130000,2004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Aug 2004,79 min,USA,63.0,5.7
Romasanta,4500000,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 May 2004,90 min,"Spain, UK",,5.3
Layer Cake,6500000,2004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 2005,105 min,UK,73.0,7.3
Flight of the Phoenix,45000000,2004,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2004,113 min,USA,47.0,6.1
Mean Creek,500000,2004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Sep 2004,90 min,USA,74.0,7.2
The Ring Two,50000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 Mar 2005,110 min,USA,44.0,5.4
The Visual Bible: The Gospel of John,10000000,2003,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Nov 2003,180 min,"Canada, UK",52.0,7.7
Machuca,1500000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11 Jun 2004,121 min,"Chile, Spain, UK, France",76.0,7.7
Bummer,700000,2003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Aug 2003,110 min,Russia,,7.1
She Hate Me,8000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jul 2004,138 min,USA,28.0,5.3
Born into Brothels,350000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11 Mar 2005,85 min,USA,78.0,7.2
Riding Giants,2600000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13 Aug 2004,105 min,"USA, France",80.0,7.9
Muxmäuschenstill,40000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Jul 2004,89 min,Germany,,7.2
A Scanner Darkly,8700000,2006,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28 Jul 2006,100 min,USA,73.0,7.1
Casshern,6000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,24 Apr 2004,142 min,Japan,,6.1
In Enemy Hands,5400000,2005,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19 Feb 2005,94 min,USA,,6.0
Chimes at Midnight,800,1965,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Mar 1967,115 min,"Switzerland, Spain",,7.8
Million Dollar Baby,30000000,2004,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jan 2005,132 min,USA,86.0,8.1
Hotel Rwanda,17500000,2004,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04 Feb 2005,121 min,"UK, South Africa, Italy",79.0,8.1
Hellraiser: Inferno,2000000,2000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,03 Oct 2000,99 min,USA,,5.5
Charlie and the Chocolate Factory,150000000,2005,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jul 2005,115 min,"UK, USA",72.0,6.6
The Life Aquatic with Steve Zissou,50000000,2004,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2004,119 min,USA,62.0,7.3
The Aviator,116000000,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 2004,170 min,"Germany, USA",77.0,7.5
The Phantom of the Opera,70000000,2004,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10 Dec 2004,143 min,"UK, USA",40.0,7.3
Beyond the Sea,23000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29 Dec 2004,118 min,"UK, Germany, USA",46.0,6.7
Meet the Fockers,80000000,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Dec 2004,115 min,USA,41.0,6.3
White Noise,10000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 Jan 2005,101 min,"UK, Canada, USA",30.0,5.5
Testament,1500000,1983,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,05 Jan 1984,90 min,USA,,6.9
Hell's Angels,3950000,1930,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Nov 1930,127 min,USA,,7.4
Heart of America,3000000,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Feb 2003,87 min,"Canada, Germany",,4.2
Man Trouble,30,1992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Jul 1992,100 min,"USA, Italy",,4.7
Führer Ex,6854500,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 2002,105 min,"Germany, Italy",,6.6
Imaginary Heroes,10000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Nov 2005,111 min,"USA, Germany, Belgium",53.0,7.2
Sergeant York,1400000,1941,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27 Sep 1941,134 min,USA,,7.7
Ruby & Quentin,27440000,2003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Mar 1992,110 min,"UK, Japan, USA",,5.6
Wizards,1200000,1977,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,09 Feb 1977,80 min,USA,,6.5
The Badge,6000000,2002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Sep 2002,103 min,USA,,6.1
Appleseed,10000000,2004,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17 Apr 2004,101 min,Japan,40.0,7.0
Elektra,43000000,2005,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2005,97 min,"Canada, USA, Switzerland",34.0,4.7
Racing Stripes,30000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2005,102 min,USA,43.0,5.2
Coach Carter,30000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2005,136 min,"USA, Germany",57.0,7.3
Shivers,179000,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,06 Jul 1976,87 min,Canada,58.0,6.5
Beastmaster 2: Through the Portal of Time,6000000,1991,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 Aug 1991,107 min,"USA, France",,4.1
The Mayor of Hell,229,1933,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jun 1933,90 min,USA,,7.0
Memories of Murder,2800000,2003,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 May 2003,132 min,South Korea,82.0,8.1
The Chase,26000000,1994,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Mar 1994,94 min,USA,,5.9
Dr. Who and the Daleks,502318,1965,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 1966,82 min,UK,,5.8
